country,country_code,year_week,level,region,region_name,new_cases,tests_done,population,testing_rate,positivity_rate,testing_data_source
Estonia,EE,2020-W34,national,EE,Estonia,88,6133,1331796,460.5059634,1.43486059,TESSy COVID-19
Estonia,EE,2020-W35,national,EE,Estonia,100,6917,1331796,519.373838,1.44571346,TESSy COVID-19
Estonia,EE,2020-W36,national,EE,Estonia,157,12311,1331796,924.3908226,1.275282268,TESSy COVID-19
Estonia,EE,2020-W37,national,EE,Estonia,160,12443,1331796,934.3022505,1.285863538,TESSy COVID-19
Estonia,EE,2020-W38,national,EE,Estonia,244,16384,1331796,1230.218442,1.489257813,TESSy COVID-19
Estonia,EE,2020-W39,national,EE,Estonia,337,18574,1331796,1394.658041,1.814364165,TESSy COVID-19
Estonia,EE,2020-W40,national,EE,Estonia,344,14256,1331796,1070.434211,2.41301908,TESSy COVID-19
Estonia,EE,2020-W41,national,EE,Estonia,255,11272,1331796,846.3758714,2.262242725,TESSy COVID-19
Estonia,EE,2020-W42,national,EE,Estonia,211,10132,1331796,760.7771761,2.082510857,TESSy COVID-19
Estonia,EE,2020-W43,national,EE,Estonia,343,NA,1331796,NA,NA,NA
Estonia,EE,2020-W44,national,EE,Estonia,614,11852,1331796,889.9260848,5.180560243,TESSy COVID-19
Estonia,EE,2020-W45,national,EE,Estonia,1202,15907,1331796,1194.402146,7.556421701,TESSy COVID-19
Estonia,EE,2020-W46,national,EE,Estonia,1591,33987,1331796,2551.967418,4.681201636,TESSy COVID-19
Estonia,EE,2020-W47,national,EE,Estonia,2104,38976,1331796,2926.57434,5.39819376,TESSy COVID-19
Estonia,EE,2020-W48,national,EE,Estonia,2350,35701,1331796,2680.665808,6.582448671,TESSy COVID-19
Estonia,EE,2020-W49,national,EE,Estonia,2921,35618,1331796,2674.433622,8.200909652,TESSy COVID-19
Estonia,EE,2020-W50,national,EE,Estonia,3156,34192,1331796,2567.360166,9.230229293,TESSy COVID-19
Estonia,EE,2020-W51,national,EE,Estonia,3696,37056,1331796,2782.408117,9.974093264,TESSy COVID-19
Estonia,EE,2020-W52,national,EE,Estonia,3730,30825,1331796,2314.543669,12.10056772,TESSy COVID-19
Estonia,EE,2020-W53,national,EE,Estonia,3709,29346,1331796,2203.490625,12.63886049,TESSy COVID-19
Estonia,EE,2021-W01,national,EE,Estonia,4276,34519,1331796,2591.913476,12.38738086,TESSy COVID-19
Estonia,EE,2021-W02,national,EE,Estonia,3543,31193,1331796,2342.175528,11.35831757,TESSy COVID-19
Estonia,EE,2021-W03,national,EE,Estonia,3631,32218,1331796,2419.139268,11.27009746,TESSy COVID-19
Estonia,EE,2021-W04,national,EE,Estonia,3604,33545,1331796,2518.779152,10.74377702,TESSy COVID-19
Estonia,EE,2021-W05,national,EE,Estonia,3762,33398,1331796,2507.741426,11.26414755,TESSy COVID-19
Estonia,EE,2021-W06,national,EE,Estonia,4561,34869,1331796,2618.193777,13.08038659,TESSy COVID-19
Estonia,EE,2021-W07,national,EE,Estonia,5572,43041,1331796,3231.801267,12.94579587,TESSy COVID-19
Estonia,EE,2021-W08,national,EE,Estonia,8183,43932,1331796,3298.703405,18.6265137,TESSy COVID-19
Estonia,EE,2021-W09,national,EE,Estonia,9570,49211,1331796,3695.085434,19.44687163,TESSy COVID-19
Estonia,EE,2021-W10,national,EE,Estonia,9905,50819,1331796,3815.824646,19.49074165,TESSy COVID-19
Estonia,EE,2021-W11,national,EE,Estonia,10309,51269,1331796,3849.613604,20.1076674,TESSy COVID-19
Estonia,EE,2021-W12,national,EE,Estonia,7822,42064,1331796,3158.441683,18.59547356,TESSy COVID-19
Estonia,EE,2021-W13,national,EE,Estonia,423,32987,1331796,2476.880844,1.282323339,TESSy COVID-19
Estonia,EE,2021-W14,national,EE,Estonia,4663,33367,1331796,2505.413742,13.97488537,TESSy COVID-19
Estonia,EE,2021-W15,national,EE,Estonia,3341,35575,1331796,2671.204899,9.391426564,TESSy COVID-19
Estonia,EE,2021-W16,national,EE,Estonia,2604,30807,1331796,2313.192111,8.452624404,TESSy COVID-19
Estonia,EE,2021-W17,national,EE,Estonia,2402,29631,1331796,2224.890299,8.10637508,TESSy COVID-19
Estonia,EE,2021-W18,national,EE,Estonia,2283,30597,1331796,2297.42393,7.461515835,TESSy COVID-19
Estonia,EE,2021-W19,national,EE,Estonia,1870,30810,1331796,2313.41737,6.069457968,TESSy COVID-19
Estonia,EE,2021-W20,national,EE,Estonia,1465,32473,1331796,2438.286344,4.511440273,TESSy COVID-19
Estonia,EE,2021-W21,national,EE,Estonia,876,27233,1331796,2044.832692,3.216685639,TESSy COVID-19
Estonia,EE,2021-W22,national,EE,Estonia,612,28162,1331796,2114.58812,2.173141112,TESSy COVID-19
Estonia,EE,2021-W23,national,EE,Estonia,380,23826,1331796,1789.012732,1.594896332,TESSy COVID-19
Estonia,EE,2021-W24,national,EE,Estonia,282,25933,1331796,1947.220145,1.087417576,TESSy COVID-19
Estonia,EE,2021-W25,national,EE,Estonia,165,18639,1331796,1399.538668,0.885240624,TESSy COVID-19
Estonia,EE,2021-W26,national,EE,Estonia,227,19483,1331796,1462.911737,1.165118308,TESSy COVID-19
Estonia,EE,2021-W27,national,EE,Estonia,301,21263,1331796,1596.56584,1.415604571,TESSy COVID-19
Estonia,EE,2021-W28,national,EE,Estonia,375,27632,1331796,2074.792235,1.357122177,TESSy COVID-19
Estonia,EE,2021-W29,national,EE,Estonia,645,18494,1331796,1388.651115,3.487617606,TESSy COVID-19
Estonia,EE,2021-W30,national,EE,Estonia,1246,25281,1331796,1898.263698,4.928602508,TESSy COVID-19
Estonia,EE,2021-W31,national,EE,Estonia,1472,29326,1331796,2201.988893,5.019436677,TESSy COVID-19
Estonia,EE,2021-W32,national,EE,Estonia,1942,39715,1331796,2982.063319,4.889840111,TESSy COVID-19
Estonia,EE,2021-W33,national,EE,Estonia,1970,27447,1331796,2060.901219,7.177469304,TESSy COVID-19
Estonia,EE,2021-W34,national,EE,Estonia,2476,31313,1331796,2351.185917,7.907258966,TESSy COVID-19
Estonia,EE,2021-W35,national,EE,Estonia,2405,31526,1331796,2367.179358,7.628623993,TESSy COVID-19
Estonia,EE,2021-W36,national,EE,Estonia,2976,38013,1331796,2854.265969,7.828900639,TESSy COVID-19
Estonia,EE,2021-W37,national,EE,Estonia,3258,43076,1331796,3234.429297,7.563376358,TESSy COVID-19
Estonia,EE,2021-W38,national,EE,Estonia,3784,41320,1331796,3102.577272,9.157792836,TESSy COVID-19
Estonia,EE,2021-W39,national,EE,Estonia,4970,39003,1331796,2928.601678,12.74260954,TESSy COVID-19
Estonia,EE,2021-W40,national,EE,Estonia,6455,43696,1331796,3280.982973,14.77251922,TESSy COVID-19
Estonia,EE,2021-W41,national,EE,Estonia,7999,49124,1331796,3688.552901,16.28328312,TESSy COVID-19
Estonia,EE,2021-W42,national,EE,Estonia,9988,57655,1331796,4329.116471,17.32373602,TESSy COVID-19
Estonia,EE,2021-W43,national,EE,Estonia,12069,57425,1331796,4311.846559,21.01697867,TESSy COVID-19
Estonia,EE,2021-W44,national,EE,Estonia,173,54589,1331796,4098.901033,0.316913664,TESSy COVID-19
Estonia,EE,2021-W45,national,EE,Estonia,6726,47680,1331796,3580.127887,14.10654362,TESSy COVID-19
Estonia,EE,2021-W46,national,EE,Estonia,5181,40120,1331796,3012.473382,12.91375872,TESSy COVID-19
Estonia,EE,2021-W47,national,EE,Estonia,4077,37807,1331796,2838.798134,10.7837173,TESSy COVID-19
Estonia,EE,2021-W48,national,EE,Estonia,3437,38098,1331796,2860.648328,9.021470943,TESSy COVID-19
Estonia,EE,2021-W49,national,EE,Estonia,3305,40270,1331796,3023.736368,8.207102061,TESSy COVID-19
Estonia,EE,2021-W50,national,EE,Estonia,3913,42679,1331796,3204.619927,9.168443497,TESSy COVID-19
Estonia,EE,2021-W51,national,EE,Estonia,4595,41588,1331796,3122.700474,11.04886025,TESSy COVID-19
Estonia,EE,2021-W52,national,EE,Estonia,6140,38075,1331796,2858.921336,16.12606697,TESSy COVID-19
Estonia,EE,2022-W01,national,EE,Estonia,5742,59446,1331796,4463.596527,9.659186489,TESSy COVID-19
Estonia,EE,2022-W02,national,EE,Estonia,15424,62356,1331796,4682.09846,24.73539034,TESSy COVID-19
Estonia,EE,2022-W03,national,EE,Estonia,27269,80295,1331796,6029.076525,33.96101874,TESSy COVID-19
Estonia,EE,2022-W04,national,EE,Estonia,41085,85907,1331796,6450.462383,47.82497352,TESSy COVID-19
Estonia,EE,2022-W05,national,EE,Estonia,48031,86917,1331796,6526.299824,55.26076602,TESSy COVID-19
Estonia,EE,2022-W06,national,EE,Estonia,37947,65505,1331796,4918.546084,57.92992901,TESSy COVID-19
Estonia,EE,2022-W07,national,EE,Estonia,39239,66560,1331796,4997.76242,58.95282452,TESSy COVID-19
Estonia,EE,2022-W08,national,EE,Estonia,31712,55349,1331796,4155.96683,57.2946214,TESSy COVID-19
Estonia,EE,2022-W09,national,EE,Estonia,22671,41371,1331796,3106.406687,54.79925552,TESSy COVID-19
Estonia,EE,2022-W10,national,EE,Estonia,14983,34289,1331796,2574.643564,43.69622911,TESSy COVID-19
Estonia,EE,2022-W11,national,EE,Estonia,10967,28744,1331796,2158.288507,38.15404954,TESSy COVID-19
Estonia,EE,2022-W12,national,EE,Estonia,9226,24856,1331796,1866.351904,37.11779852,TESSy COVID-19
Estonia,EE,2022-W13,national,EE,Estonia,6835,23151,1331796,1738.329294,29.5235627,TESSy COVID-19
Estonia,EE,2022-W14,national,EE,Estonia,5185,23150,1331796,1738.254207,22.39740821,TESSy COVID-19
Estonia,EE,2022-W15,national,EE,Estonia,3337,18007,1331796,1352.083953,18.53168212,TESSy COVID-19
Estonia,EE,2022-W16,national,EE,Estonia,2756,18489,1331796,1388.275682,14.90616042,TESSy COVID-19
Estonia,EE,2022-W17,national,EE,Estonia,2039,16203,1331796,1216.627772,12.58408937,TESSy COVID-19
Estonia,EE,2022-W18,national,EE,Estonia,1489,15624,1331796,1173.152645,9.530209933,TESSy COVID-19
Estonia,EE,2022-W19,national,EE,Estonia,1173,12178,1331796,914.4043082,9.632123501,TESSy COVID-19
Estonia,EE,2022-W20,national,EE,Estonia,953,10574,1331796,793.9654422,9.012672593,TESSy COVID-19
Estonia,EE,2022-W21,national,EE,Estonia,821,9793,1331796,735.3228272,8.383539263,TESSy COVID-19
Estonia,EE,2022-W22,national,EE,Estonia,781,NA,1331796,NA,NA,NA
Estonia,EE,2022-W23,national,EE,Estonia,840,9078,1331796,681.6359262,9.253139458,TESSy COVID-19
Estonia,EE,2022-W24,national,EE,Estonia,822,6604,1331796,495.8717401,12.44700182,TESSy COVID-19
Estonia,EE,2022-W25,national,EE,Estonia,798,NA,1331796,NA,NA,NA
Estonia,EE,2022-W26,national,EE,Estonia,1345,7069,1331796,530.7869974,19.02673645,TESSy COVID-19
Estonia,EE,2022-W27,national,EE,Estonia,1161,6525,1331796,489.9399007,17.79310345,TESSy COVID-19
Estonia,EE,2022-W28,national,EE,Estonia,1552,7311,1331796,548.9579485,21.22828614,TESSy COVID-19
Estonia,EE,2022-W29,national,EE,Estonia,2007,8484,1331796,637.0345008,23.6562942,TESSy COVID-19
Estonia,EE,2022-W30,national,EE,Estonia,2229,8963,1331796,673.0009701,24.8689055,TESSy COVID-19
Estonia,EE,2022-W31,national,EE,Estonia,2239,8623,1331796,647.4715347,25.96544126,TESSy COVID-19
Estonia,EE,2022-W32,national,EE,Estonia,1933,8894,1331796,667.8199965,21.73375309,TESSy COVID-19
Estonia,EE,2022-W33,national,EE,Estonia,1426,8289,1331796,622.3926187,17.20352274,TESSy COVID-19
Estonia,EE,2022-W34,national,EE,Estonia,1107,9479,1331796,711.7456427,11.67844709,TESSy COVID-19
Estonia,EE,2022-W35,national,EE,Estonia,822,7117,1331796,534.391153,11.54981031,TESSy COVID-19
Estonia,EE,2022-W36,national,EE,Estonia,914,7073,1331796,531.0873437,12.92238089,TESSy COVID-19
Estonia,EE,2022-W37,national,EE,Estonia,1189,8332,1331796,625.6213414,14.27028325,TESSy COVID-19
Estonia,EE,2022-W38,national,EE,Estonia,1188,9842,1331796,739.0020694,12.07071733,TESSy COVID-19
Estonia,EE,2022-W39,national,EE,Estonia,1316,8272,1331796,621.1161469,15.90909091,TESSy COVID-19
Estonia,EE,2022-W40,national,EE,Estonia,1196,8194,1331796,615.2593941,14.59604589,TESSy COVID-19
Estonia,EE,2022-W41,national,EE,Estonia,1063,8983,1331796,674.5027016,11.83346321,TESSy COVID-19
Estonia,EE,2022-W42,national,EE,Estonia,1055,9168,1331796,688.393718,11.5074171,TESSy COVID-19
Estonia,EE,2022-W43,national,EE,Estonia,733,6802,1331796,510.7388819,10.77624228,TESSy COVID-19
Estonia,EE,2022-W44,national,EE,Estonia,553,6315,1331796,474.17172,8.756927949,TESSy COVID-19
Estonia,EE,2022-W45,national,EE,Estonia,490,6962,1331796,522.7527339,7.038207412,TESSy COVID-19
Estonia,EE,2022-W46,national,EE,Estonia,491,7790,1331796,584.9244179,6.302952503,TESSy COVID-19
Estonia,EE,2022-W47,national,EE,Estonia,474,6562,1331796,492.718104,7.223407498,TESSy COVID-19
Estonia,EE,2022-W48,national,EE,Estonia,536,6493,1331796,487.5371303,8.255043893,TESSy COVID-19
Estonia,EE,2022-W49,national,EE,Estonia,624,6479,1331796,486.4859183,9.631115913,TESSy COVID-19
Estonia,EE,2022-W50,national,EE,Estonia,819,7480,1331796,561.6475797,10.94919786,TESSy COVID-19
Estonia,EE,2022-W51,national,EE,Estonia,681,5549,1331796,416.6554037,12.27248153,TESSy COVID-19
Estonia,EE,2022-W52,national,EE,Estonia,541,14639,1331796,1099.192369,3.695607623,TESSy COVID-19
Estonia,EE,2023-W01,national,EE,Estonia,397,4887,1331796,366.9480911,8.123593206,TESSy COVID-19
Estonia,EE,2023-W02,national,EE,Estonia,377,4654,1331796,349.4529192,8.100558659,TESSy COVID-19
Estonia,EE,2023-W03,national,EE,Estonia,301,4552,1331796,341.7940886,6.612478032,TESSy COVID-19
Estonia,EE,2023-W04,national,EE,Estonia,384,6238,1331796,468.3900537,6.155819173,TESSy COVID-19
Estonia,EE,2023-W05,national,EE,Estonia,306,4421,1331796,331.9577473,6.92151097,TESSy COVID-19
Estonia,EE,2023-W06,national,EE,Estonia,328,4046,1331796,303.8002817,8.106772121,TESSy COVID-19
Estonia,EE,2023-W07,national,EE,Estonia,322,NA,1331796,NA,NA,NA
Estonia,EE,2023-W08,national,EE,Estonia,271,3501,1331796,262.8780984,7.74064553,TESSy COVID-19
Estonia,EE,2023-W09,national,EE,Estonia,305,3685,1331796,276.6940282,8.276797829,TESSy COVID-19
Estonia,EE,2023-W10,national,EE,Estonia,312,3502,1331796,262.953185,8.909194746,TESSy COVID-19
Estonia,EE,2023-W11,national,EE,Estonia,364,3752,1331796,281.7248287,9.701492537,TESSy COVID-19
Estonia,EE,2023-W12,national,EE,Estonia,349,3492,1331796,262.2023193,9.994272623,TESSy COVID-19
Estonia,EE,2023-W13,national,EE,Estonia,382,NA,1331796,NA,NA,NA
Estonia,EE,2023-W14,national,EE,Estonia,392,3300,1331796,247.7856969,11.87878788,TESSy COVID-19
Estonia,EE,2023-W15,national,EE,Estonia,365,3328,1331796,249.888121,10.96754808,TESSy COVID-19
Estonia,EE,2023-W16,national,EE,Estonia,330,3121,1331796,234.3452,10.57353412,TESSy COVID-19
Estonia,EE,2023-W17,national,EE,Estonia,284,3045,1331796,228.6386203,9.326765189,TESSy COVID-19
Estonia,EE,2023-W18,national,EE,Estonia,208,2659,1331796,199.6552024,7.822489658,TESSy COVID-19
Estonia,EE,2023-W19,national,EE,Estonia,193,2689,1331796,201.9077997,7.177389364,TESSy COVID-19
Estonia,EE,2023-W20,national,EE,Estonia,181,2382,1331796,178.8562212,7.598656591,TESSy COVID-19
Finland,FI,2020-W01,national,FI,Finland,NA,NA,5548241,NA,NA,NA
Finland,FI,2020-W02,national,FI,Finland,NA,NA,5548241,NA,NA,NA
Finland,FI,2020-W03,national,FI,Finland,NA,NA,5548241,NA,NA,NA
Finland,FI,2020-W04,national,FI,Finland,NA,NA,5548241,NA,NA,NA
Finland,FI,2020-W05,national,FI,Finland,1,NA,5548241,NA,NA,NA
Finland,FI,2020-W06,national,FI,Finland,NA,NA,5548241,NA,NA,NA
Finland,FI,2020-W07,national,FI,Finland,NA,NA,5548241,NA,NA,NA
Finland,FI,2020-W08,national,FI,Finland,NA,NA,5548241,NA,NA,NA
Finland,FI,2020-W09,national,FI,Finland,6,NA,5548241,NA,NA,NA
Finland,FI,2020-W10,national,FI,Finland,34,NA,5548241,NA,NA,NA
Finland,FI,2020-W11,national,FI,Finland,317,NA,5548241,NA,NA,NA
Finland,FI,2020-W12,national,FI,Finland,540,NA,5548241,NA,NA,NA
Finland,FI,2020-W13,national,FI,Finland,642,NA,5548241,NA,NA,NA
Finland,FI,2020-W14,national,FI,Finland,966,NA,5548241,NA,NA,NA
Finland,FI,2020-W15,national,FI,Finland,931,NA,5548241,NA,NA,NA
Finland,FI,2020-W16,national,FI,Finland,790,NA,5548241,NA,NA,NA
Finland,FI,2020-W17,national,FI,Finland,736,NA,5548241,NA,NA,NA
Finland,FI,2020-W18,national,FI,Finland,623,NA,5548241,NA,NA,NA
Finland,FI,2020-W19,national,FI,Finland,617,NA,5548241,NA,NA,NA
Finland,FI,2020-W20,national,FI,Finland,396,NA,5548241,NA,NA,NA
Finland,FI,2020-W21,national,FI,Finland,221,NA,5548241,NA,NA,NA
Finland,FI,2020-W22,national,FI,Finland,163,NA,5548241,NA,NA,NA
Finland,FI,2020-W23,national,FI,Finland,99,NA,5548241,NA,NA,NA
Finland,FI,2020-W24,national,FI,Finland,54,NA,5548241,NA,NA,NA
Finland,FI,2020-W25,national,FI,Finland,51,NA,5548241,NA,NA,NA
Finland,FI,2020-W26,national,FI,Finland,54,NA,5548241,NA,NA,NA
Finland,FI,2020-W27,national,FI,Finland,46,NA,5548241,NA,NA,NA
Finland,FI,2020-W28,national,FI,Finland,38,NA,5548241,NA,NA,NA
Finland,FI,2020-W29,national,FI,Finland,43,NA,5548241,NA,NA,NA
Finland,FI,2020-W30,national,FI,Finland,56,NA,5548241,NA,NA,NA
Finland,FI,2020-W31,national,FI,Finland,84,NA,5548241,NA,NA,NA
Finland,FI,2020-W32,national,FI,Finland,169,NA,5548241,NA,NA,NA
Finland,FI,2020-W33,national,FI,Finland,175,NA,5548241,NA,NA,NA
Finland,FI,2020-W34,national,FI,Finland,192,NA,5548241,NA,NA,NA
Finland,FI,2020-W35,national,FI,Finland,156,NA,5548241,NA,NA,NA
Finland,FI,2020-W36,national,FI,Finland,236,NA,5548241,NA,NA,NA
Finland,FI,2020-W37,national,FI,Finland,354,NA,5548241,NA,NA,NA
Finland,FI,2020-W38,national,FI,Finland,470,NA,5548241,NA,NA,NA
Finland,FI,2020-W39,national,FI,Finland,719,NA,5548241,NA,NA,NA
Finland,FI,2020-W40,national,FI,Finland,1130,NA,5548241,NA,NA,NA
Finland,FI,2020-W41,national,FI,Finland,1626,NA,5548241,NA,NA,NA
Finland,FI,2020-W42,national,FI,Finland,1277,87857,5548241,1583.510882,1.453498298,TESSy COVID-19
Finland,FI,2020-W43,national,FI,Finland,1246,97762,5548241,1762.035932,1.274523844,TESSy COVID-19
Finland,FI,2020-W44,national,FI,Finland,1456,89021,5548241,1604.490504,1.635569135,TESSy COVID-19
Finland,FI,2020-W45,national,FI,Finland,1416,89187,5548241,1607.482444,1.587675334,TESSy COVID-19
Finland,FI,2020-W46,national,FI,Finland,1651,91562,5548241,1650.288803,1.803149778,TESSy COVID-19
Finland,FI,2020-W47,national,FI,Finland,2601,104308,5548241,1880.019271,2.493576715,TESSy COVID-19
Finland,FI,2020-W48,national,FI,Finland,3137,132807,5548241,2393.677564,2.362074288,TESSy COVID-19
Finland,FI,2020-W49,national,FI,Finland,3015,132127,5548241,2381.421427,2.281895449,TESSy COVID-19
Finland,FI,2020-W50,national,FI,Finland,2907,120662,5548241,2174.779358,2.409209196,TESSy COVID-19
Finland,FI,2020-W51,national,FI,Finland,2328,123692,5548241,2229.391261,1.882094234,TESSy COVID-19
Finland,FI,2020-W52,national,FI,Finland,1654,90589,5548241,1632.751714,1.825828743,TESSy COVID-19
Finland,FI,2020-W53,national,FI,Finland,1731,74027,5548241,1334.242691,2.338336013,TESSy COVID-19
Finland,FI,2021-W01,national,FI,Finland,1952,76716,5548241,1382.708502,2.544449658,TESSy COVID-19
Finland,FI,2021-W02,national,FI,Finland,1770,73575,5548241,1326.095964,2.405708461,TESSy COVID-19
Finland,FI,2021-W03,national,FI,Finland,2351,94981,5548241,1711.911937,2.475231888,TESSy COVID-19
Finland,FI,2021-W04,national,FI,Finland,2712,106434,5548241,1918.337722,2.548057951,TESSy COVID-19
Finland,FI,2021-W05,national,FI,Finland,2607,116188,5548241,2094.141188,2.243777326,TESSy COVID-19
Finland,FI,2021-W06,national,FI,Finland,2553,116815,5548241,2105.442067,2.185506998,TESSy COVID-19
Finland,FI,2021-W07,national,FI,Finland,3548,127181,5548241,2292.276057,2.78972488,TESSy COVID-19
Finland,FI,2021-W08,national,FI,Finland,3995,138626,5548241,2498.557651,2.881854775,TESSy COVID-19
Finland,FI,2021-W09,national,FI,Finland,4454,148426,5548241,2675.190209,3.000821958,TESSy COVID-19
Finland,FI,2021-W10,national,FI,Finland,4943,150512,5548241,2712.787711,3.284123525,TESSy COVID-19
Finland,FI,2021-W11,national,FI,Finland,4709,147245,5548241,2653.904183,3.198071242,TESSy COVID-19
Finland,FI,2021-W12,national,FI,Finland,4185,137841,5548241,2484.409023,3.036106819,TESSy COVID-19
Finland,FI,2021-W13,national,FI,Finland,3271,126561,5548241,2281.101344,2.584524459,TESSy COVID-19
Finland,FI,2021-W14,national,FI,Finland,2549,122052,5548241,2199.832343,2.088454102,TESSy COVID-19
Finland,FI,2021-W15,national,FI,Finland,1934,115672,5548241,2084.840943,1.671969016,TESSy COVID-19
Finland,FI,2021-W16,national,FI,Finland,1609,117562,5548241,2118.905794,1.368639526,TESSy COVID-19
Finland,FI,2021-W17,national,FI,Finland,1389,120536,5548241,2172.508368,1.152352824,TESSy COVID-19
Finland,FI,2021-W18,national,FI,Finland,1502,134413,5548241,2422.623675,1.117451437,TESSy COVID-19
Finland,FI,2021-W19,national,FI,Finland,1431,116201,5548241,2094.375497,1.23148682,TESSy COVID-19
Finland,FI,2021-W20,national,FI,Finland,1319,120998,5548241,2180.835331,1.090100663,TESSy COVID-19
Finland,FI,2021-W21,national,FI,Finland,890,122759,5548241,2212.575121,0.72499776,TESSy COVID-19
Finland,FI,2021-W22,national,FI,Finland,726,111864,5548241,2016.206578,0.64900236,TESSy COVID-19
Finland,FI,2021-W23,national,FI,Finland,559,99748,5548241,1797.83106,0.560412239,TESSy COVID-19
Finland,FI,2021-W24,national,FI,Finland,543,95548,5548241,1722.131393,0.568300749,TESSy COVID-19
Finland,FI,2021-W25,national,FI,Finland,971,70255,5548241,1266.25718,1.382108035,TESSy COVID-19
Finland,FI,2021-W26,national,FI,Finland,1293,100468,5548241,1810.808146,1.286976948,TESSy COVID-19
Finland,FI,2021-W27,national,FI,Finland,1696,97366,5548241,1754.898535,1.741881149,TESSy COVID-19
Finland,FI,2021-W28,national,FI,Finland,2239,99612,5548241,1795.379833,2.247721158,TESSy COVID-19
Finland,FI,2021-W29,national,FI,Finland,2924,120721,5548241,2175.842758,2.4221138,TESSy COVID-19
Finland,FI,2021-W30,national,FI,Finland,4657,125283,5548241,2258.067016,3.717184295,TESSy COVID-19
Finland,FI,2021-W31,national,FI,Finland,5096,141702,5548241,2553.998646,3.596279516,TESSy COVID-19
Finland,FI,2021-W32,national,FI,Finland,5184,146275,5548241,2636.421165,3.544009571,TESSy COVID-19
Finland,FI,2021-W33,national,FI,Finland,4390,163605,5548241,2948.772413,2.683292075,TESSy COVID-19
Finland,FI,2021-W34,national,FI,Finland,4210,180773,5548241,3258.203816,2.32888761,TESSy COVID-19
Finland,FI,2021-W35,national,FI,Finland,3892,176345,5548241,3178.394738,2.207037342,TESSy COVID-19
Finland,FI,2021-W36,national,FI,Finland,3147,136187,5548241,2454.597773,2.310793248,TESSy COVID-19
Finland,FI,2021-W37,national,FI,Finland,2815,99169,5548241,1787.39532,2.838588672,TESSy COVID-19
Finland,FI,2021-W38,national,FI,Finland,3026,88029,5548241,1586.610964,3.43750355,TESSy COVID-19
Finland,FI,2021-W39,national,FI,Finland,3930,80325,5548241,1447.756145,4.892623716,TESSy COVID-19
Finland,FI,2021-W40,national,FI,Finland,4266,81657,5548241,1471.763754,5.224291855,TESSy COVID-19
Finland,FI,2021-W41,national,FI,Finland,3731,83148,5548241,1498.637136,4.487179487,TESSy COVID-19
Finland,FI,2021-W42,national,FI,Finland,3695,77597,5548241,1398.587408,4.761782028,TESSy COVID-19
Finland,FI,2021-W43,national,FI,Finland,4246,80829,5548241,1456.840105,5.253065113,TESSy COVID-19
Finland,FI,2021-W44,national,FI,Finland,5163,87914,5548241,1584.538235,5.872784767,TESSy COVID-19
Finland,FI,2021-W45,national,FI,Finland,5995,102632,5548241,1849.811499,5.841258087,TESSy COVID-19
Finland,FI,2021-W46,national,FI,Finland,7498,118508,5548241,2135.956243,6.326999021,TESSy COVID-19
Finland,FI,2021-W47,national,FI,Finland,8183,132055,5548241,2380.123718,6.196660482,TESSy COVID-19
Finland,FI,2021-W48,national,FI,Finland,9539,155814,5548241,2808.349529,6.122042949,TESSy COVID-19
Finland,FI,2021-W49,national,FI,Finland,10632,153959,5548241,2774.915509,6.905734644,TESSy COVID-19
Finland,FI,2021-W50,national,FI,Finland,13824,173821,5548241,3132.902843,7.95300913,TESSy COVID-19
Finland,FI,2021-W51,national,FI,Finland,21898,169527,5548241,3055.508944,12.91711645,TESSy COVID-19
Finland,FI,2021-W52,national,FI,Finland,44017,172451,5548241,3108.210332,25.52435184,TESSy COVID-19
Finland,FI,2022-W01,national,FI,Finland,58973,200761,5548241,3618.46214,29.37472916,TESSy COVID-19
Finland,FI,2022-W02,national,FI,Finland,59989,194409,5548241,3503.975404,30.85711052,TESSy COVID-19
Finland,FI,2022-W03,national,FI,Finland,56319,176621,5548241,3183.369288,31.88692171,TESSy COVID-19
Finland,FI,2022-W04,national,FI,Finland,47742,145494,5548241,2622.344631,32.81372428,TESSy COVID-19
Finland,FI,2022-W05,national,FI,Finland,44299,126260,5548241,2275.676201,35.08553778,TESSy COVID-19
Finland,FI,2022-W06,national,FI,Finland,45427,124214,5548241,2238.799648,36.57156198,TESSy COVID-19
Finland,FI,2022-W07,national,FI,Finland,44986,117273,5548241,2113.696936,38.36006583,TESSy COVID-19
Finland,FI,2022-W08,national,FI,Finland,44627,107332,5548241,1934.523032,41.57846681,TESSy COVID-19
Finland,FI,2022-W09,national,FI,Finland,44312,99421,5548241,1791.9373,44.57006065,TESSy COVID-19
Finland,FI,2022-W10,national,FI,Finland,51536,106460,5548241,1918.806339,48.40879203,TESSy COVID-19
Finland,FI,2022-W11,national,FI,Finland,53959,109377,5548241,1971.38156,49.33304077,TESSy COVID-19
Finland,FI,2022-W12,national,FI,Finland,53656,108376,5548241,1953.339806,49.50911641,TESSy COVID-19
Finland,FI,2022-W13,national,FI,Finland,44507,96603,5548241,1741.146428,46.07206816,TESSy COVID-19
Finland,FI,2022-W14,national,FI,Finland,37986,83404,5548241,1503.251211,45.5445782,TESSy COVID-19
Finland,FI,2022-W15,national,FI,Finland,29415,66256,5548241,1194.180282,44.39597923,TESSy COVID-19
Finland,FI,2022-W16,national,FI,Finland,26732,63587,5548241,1146.074945,42.04003963,TESSy COVID-19
Finland,FI,2022-W17,national,FI,Finland,19171,55117,5548241,993.4139487,34.78237204,TESSy COVID-19
